ticker,company_name,sector_group,industry_group,index_memberships,rating_seed,rating_bucket,rating_source,cik,sec_available,reference_period_end,revenue,net_income,assets,liabilities,equity,cash,cfo,capex,interest_expense,cogs,ppe_net,depreciation,sga,current_assets,current_liabilities,accounts_receivable,inventory,accounts_payable,long_term_debt,short_term_debt,total_debt,fcf,leverage_proxy,debt_to_assets,cash_to_assets,net_margin,fcf_to_assets,accrual_proxy,current_ratio,last_close,ret_1m,ret_3m,vol_3m,drawdown_6m,market_data_available,news_mentions_30d,risk_news_mentions_30d,news_data_available,leverage_proxy_is_assumption,debt_to_assets_is_assumption,cash_to_assets_is_assumption,net_margin_is_assumption,fcf_to_assets_is_assumption,accrual_proxy_is_assumption,current_ratio_is_assumption,ret_1m_is_assumption,ret_3m_is_assumption,vol_3m_is_assumption,drawdown_6m_is_assumption,last_close_is_assumption,news_mentions_30d_is_assumption,risk_news_mentions_30d_is_assumption,revenue_is_stale,net_income_is_stale,assets_is_stale,liabilities_is_stale,equity_is_stale,cash_is_stale,cfo_is_stale,capex_is_stale,interest_expense_is_stale,cogs_is_stale,ppe_net_is_stale,depreciation_is_stale,sga_is_stale,current_assets_is_stale,current_liabilities_is_stale,accounts_receivable_is_stale,inventory_is_stale,accounts_payable_is_stale,long_term_debt_is_stale,short_term_debt_is_stale,assumption_metric_count,stale_fact_count,data_quality_score,data_quality_note
AFL,Aflac,Financials,Life & Health Insurance,S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0000004977,True,2025-12-31,17164000000.0,3646000000.0,116470000000.0,86980000000.0,29490000000.0,6245000000.0,2555000000.0,,195000000.0,,351000000.0,36000000.0,3253000000.0,,,,,,,,,,0.7468017515239976,0.25,0.05361895767150339,0.21242134700536006,0.015,0.009367219026358719,1.0,113.0999984741211,0.021680231183755394,0.004425048584132174,0.16858623178425333,-0.03208553810369441,True,,,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,1,79.4,Usable for demo; some stale/missing fields
AIG,American International Group,Financials,Multi-line Insurance,S&P 500,NR (to derive from financials),A-,default - no public rating available; derive from leverage/margin post-SEC pull,0000005272,True,2025-12-31,26775000000.0,3096000000.0,161254000000.0,120092000000.0,41139000000.0,1345000000.0,3314000000.0,240000000.0,396000000.0,,1369000000.0,,5053000000.0,,,,,,9191000000.0,250000000.0,9191000000.0,,0.7447381150235033,0.056997035732446945,0.00834087836580798,0.11563025210084034,0.015,-0.0013519044488818882,1.0,76.36000061035156,-0.006634605411837913,0.02550614899497683,0.2371443726493255,-0.11294126343141364,True,,,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2,2,84.3,Usable for demo; some stale/missing fields
AIZ,Assurant,Financials,Multi-line Insurance,S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0001267238,True,2025-12-31,12814300000.0,872700000.0,36289600000.0,30418000000.0,5871600000.0,1834100000.0,1833900000.0,235500000.0,108000000.0,,841700000.0,156400000.0,3246100000.0,,,,,,2006900000.0,,,1598400000.0,0.8382015784136502,0.25,0.05054065076495745,0.06810360300601671,0.04404567699836868,-0.02648692738415414,1.0,239.6699981689453,0.09238835385758759,0.02262328339473929,0.2867295090041066,-0.01095834826465747,True,,,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2,3,82.8,Usable for demo; some stale/missing fields
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,S&P 500,NR (to derive from financials),BBB,default - no public rating available; derive from leverage/margin post-SEC pull,0000354190,True,2025-12-31,13942000000.0,1494000000.0,70665000000.0,47318000000.0,23321000000.0,1396000000.0,1930000000.0,217800000.0,639000000.0,22900000.0,789000000.0,206000000.0,,34356000000.0,32519000000.0,5175000000.0,,,12873000000.0,640000000.0,13513000000.0,,0.6696101323144413,0.1912262081652869,0.0197551829052572,0.10715822694018075,0.015,-0.006169956838604684,1.0564900519696179,198.8699951171875,-0.06874271938554988,-0.0840808431507355,0.34779491030152554,-0.2467979877077957,True,,,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1,2,90.6,Strong public-data coverage
AKAM,Akamai Technologies,Technology,Internet Services & Infrastructure,S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0001086222,True,2025-12-31,2502996000.0,452031000.0,11479643000.0,6502272000.0,4977371000.0,930231000.0,1518765000.0,507786000.0,17709000.0,1727513000.0,2333462000.0,708611000.0,656739000.0,2286680000.0,967518000.0,793666000.0,,125054000.0,,,,1010979000.0,0.5664176142062954,0.18,0.08103309484449996,0.18,0.08806711149466931,-0.09292396984819128,2.3634495688969093,147.7100067138672,0.616967807128235,0.5594383953785458,0.8604688484489483,0.0,True,,,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,2,84.3,Usable for demo; some stale/missing fields
ALB,Albemarle Corporation,Materials,Specialty Chemicals,S&P 500,NR (to derive from financials),BBB+,default - no public rating available; derive from leverage/margin post-SEC pull,0000915913,True,2025-12-31,5142733000.0,-510628000.0,16374211000.0,,9533365000.0,1618001000.0,1282267000.0,589801000.0,207651000.0,4474014000.0,8612411000.0,658678000.0,550036000.0,4008139000.0,1798044000.0,593502000.0,1179271000.0,1533624000.0,3193541000.0,74077000.0,3267618000.0,692466000.0,0.6,0.19955880622278532,0.09881398254853317,-0.09929117455640804,0.0422900376696013,-0.10949504681477477,2.2291662495467297,203.52000427246094,0.17208019458559032,0.23084091933835604,0.6532765914729033,-0.05611720210897109,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,92.1,Strong public-data coverage
ALGN,Align Technology,Healthcare,Health Care Supplies,S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0001097149,True,2025-12-31,4034964000.0,410351000.0,6233693000.0,2184546000.0,4049147000.0,1094908000.0,593223000.0,102445000.0,51000.0,1323951000.0,1131453000.0,237436000.0,1755791000.0,2616562000.0,1920015000.0,1101757000.0,226343000.0,121450000.0,,,,490778000.0,0.3504417044599405,0.3,0.17564355511251517,0.10169880078236138,0.07872989574558772,-0.029336061304270196,1.3627820615984771,168.77999877929688,-0.025181937309237568,-0.12322078556209415,0.4194776634237222,-0.14546097173095052,True,,,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,92.1,Strong public-data coverage
ALL,Allstate,Financials,Property & Casualty Insurance,S&P 500,NR (to derive from financials),A-,default - no public rating available; derive from leverage/margin post-SEC pull,0000899051,True,2025-12-31,67685000000.0,10282000000.0,119758000000.0,89169000000.0,30610000000.0,678000000.0,10110000000.0,228000000.0,379000000.0,,627000000.0,259000000.0,,,,,,,7490000000.0,500000000.0,7490000000.0,9882000000.0,0.7445765627348486,0.06254279463584896,0.0056614171913358605,0.15190958114796485,0.08251640808964746,0.0014362297299554102,1.0,213.14999389648438,0.010237396782239117,0.07146403012893776,0.21372478019701305,-0.030563521034880026,True,,,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,2,90.6,Strong public-data coverage
ALLE,Allegion,Industrials,Building Products,S&P 500,NR (to derive from financials),BBB-,default - no public rating available; derive from leverage/margin post-SEC pull,0001579241,True,2025-12-31,4067300000.0,643800000.0,5223700000.0,3156100000.0,2067600000.0,356200000.0,783800000.0,98100000.0,101000000.0,2229000000.0,444600000.0,129700000.0,978800000.0,1391800000.0,755400000.0,437700000.0,519000000.0,244800000.0,1980100000.0,200000.0,1980300000.0,685700000.0,0.6041886019488102,0.3790991059976645,0.068189214541417,0.158286824183119,0.13126710952007198,-0.026800926546317744,1.842467566851999,134.3699951171875,-0.07209448668889018,-0.2419993974607274,0.318673267309145,-0.24971562102990896,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,100.0,Strong public-data coverage
ALNY,Alnylam Pharmaceuticals,Industrials,,Nasdaq 100,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0001178670,True,2025-12-31,3713937000.0,313747000.0,4966331000.0,4177155000.0,789176000.0,1657250000.0,524080000.0,58697000.0,121221000.0,677166000.0,513147000.0,54800000.0,1210713000.0,4050662000.0,1466349000.0,777567000.0,82719000.0,115721000.0,677723000.0,,,465383000.0,0.8410947639212932,0.28,0.3336970491898345,0.08447827736442487,0.09370760829272153,-0.04235178847322098,2.76241331361088,295.04998779296875,-0.0840085647424419,-0.07796878814697261,0.36372273497375124,-0.37659789459729454,True,,,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,2,90.6,Strong public-data coverage
AMAT,Applied Materials,Industrials,,Nasdaq 100; S&P 500,NR (to derive from financials),A,default - no public rating available; derive from leverage/margin post-SEC pull,0000006951,True,2025-10-26,28368000000.0,6998000000.0,36299000000.0,15884000000.0,20415000000.0,7241000000.0,7958000000.0,2260000000.0,238000000.0,14560000000.0,4610000000.0,435000000.0,1768000000.0,20881000000.0,7999000000.0,5185000000.0,5915000000.0,1978000000.0,6455000000.0,100000000.0,6555000000.0,5698000000.0,0.437587812336428,0.1805834871484063,0.1994820793961266,0.24668640721940213,0.15697402132290145,-0.026447009559492,2.6104513064133017,435.44000244140625,0.08998976967092442,0.3188827600549977,0.5287430828981754,0.0,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,98.5,Strong public-data coverage
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,S&P 500,NR (to derive from financials),A,default - no public rating available; derive from leverage/margin post-SEC pull,0001748790,True,2025-06-30,5082000000.0,511000000.0,37066000000.0,25326000000.0,11728000000.0,827000000.0,1390000000.0,580000000.0,396000000.0,12175000000.0,8202000000.0,722000000.0,1205000000.0,8434000000.0,6987000000.0,3426000000.0,2439000000.0,3490000000.0,5314400000.0,116000000.0,116000000.0,810000000.0,0.6832676846705876,0.003129552689796579,0.022311552366049748,0.10055096418732783,0.02185291102357956,-0.023714455295958562,1.207098897953342,39.93000030517578,-0.029883370913415197,-0.16434589535628585,0.3762492570790803,-0.2001974098627911,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,2,97.0,Strong public-data coverage
AMD,Advanced Micro Devices,Industrials,,Nasdaq 100; S&P 500,BBB / A bucket,A,demo_bucket_to_refresh,0000002488,True,2025-12-27,34639000000.0,4335000000.0,76926000000.0,,62999000000.0,5539000000.0,7709000000.0,974000000.0,131000000.0,17487000000.0,2312000000.0,521000000.0,4144000000.0,26947000000.0,9455000000.0,6315000000.0,7920000000.0,2929000000.0,2348000000.0,874000000.0,3222000000.0,6735000000.0,0.66,0.04188440839248109,0.07200426383797416,0.12514795461762754,0.08755167303642461,-0.04386033330733432,2.850026441036489,455.19000244140625,0.8576151441119311,1.1073611224139177,0.7205735087549404,0.0,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,93.6,Strong public-data coverage
AME,Ametek,Industrials,Electrical Components & Equipment,S&P 500,NR (to derive from financials),A,default - no public rating available; derive from leverage/margin post-SEC pull,0001037868,True,2025-12-31,7401116000.0,1480142000.0,16067543000.0,5438757000.0,10628786000.0,457951000.0,1801763000.0,130248000.0,81795000.0,4733677000.0,855215000.0,422804000.0,757122000.0,3019842000.0,2842752000.0,1119257000.0,1106405000.0,617950000.0,2283309000.0,273315000.0,2283309000.0,1671515000.0,0.33849338383597294,0.1421069170314341,0.028501619693813797,0.19998902868162044,0.10403052912321442,-0.020016812775917263,1.0622952688099419,232.39999389648438,-0.010684984574924061,-0.002746437701043436,0.2766583388097309,-0.03720279561137563,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,2,97.0,Strong public-data coverage
AMGN,Amgen,Healthcare,,Dow; Nasdaq 100; S&P 500,NR (to derive from financials),BB-,default - no public rating available; derive from leverage/margin post-SEC pull,0000318154,True,2025-12-31,36751000000.0,7711000000.0,90586000000.0,,8658000000.0,9129000000.0,9958000000.0,1858000000.0,,12037000000.0,7913000000.0,5167000000.0,7050000000.0,29057000000.0,25489000000.0,9570000000.0,6225000000.0,2367000000.0,54604000000.0,4599000000.0,59203000000.0,8100000000.0,0.65,0.6535557370896165,0.10077716203386837,0.20981741993415146,0.08941779082860486,-0.024805157529861125,1.1399819529993331,331.70001220703125,-0.05503953453171617,-0.11128094673758882,0.23590692029825058,-0.14545545888912903,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,93.6,Strong public-data coverage
