ticker,company_name,sector_group,industry_group,index_memberships,rating_seed,rating_bucket,rating_source,cik,sec_available,revenue,revenue_tag,revenue_form,revenue_period_end,revenue_filed,net_income,net_income_tag,net_income_form,net_income_period_end,net_income_filed,assets,assets_tag,assets_form,assets_period_end,assets_filed,liabilities,liabilities_tag,liabilities_form,liabilities_period_end,liabilities_filed,equity,equity_tag,equity_form,equity_period_end,equity_filed,cash,cash_tag,cash_form,cash_period_end,cash_filed,cfo,cfo_tag,cfo_form,cfo_period_end,cfo_filed,capex,capex_tag,capex_form,capex_period_end,capex_filed,interest_expense,interest_expense_tag,interest_expense_form,interest_expense_period_end,interest_expense_filed,cogs,cogs_tag,cogs_form,cogs_period_end,cogs_filed,ppe_net,ppe_net_tag,ppe_net_form,ppe_net_period_end,ppe_net_filed,depreciation,depreciation_tag,depreciation_form,depreciation_period_end,depreciation_filed,sga,sga_tag,sga_form,sga_period_end,sga_filed,current_assets,current_assets_tag,current_assets_form,current_assets_period_end,current_assets_filed,current_liabilities,current_liabilities_tag,current_liabilities_form,current_liabilities_period_end,current_liabilities_filed,accounts_receivable,accounts_receivable_tag,accounts_receivable_form,accounts_receivable_period_end,accounts_receivable_filed,inventory,inventory_tag,inventory_form,inventory_period_end,inventory_filed,accounts_payable,accounts_payable_tag,accounts_payable_form,accounts_payable_period_end,accounts_payable_filed,long_term_debt,long_term_debt_tag,long_term_debt_form,long_term_debt_period_end,long_term_debt_filed,short_term_debt,short_term_debt_tag,short_term_debt_form,short_term_debt_period_end,short_term_debt_filed,market_data_available,last_close,ret_1m,ret_3m,vol_3m,drawdown_6m
CRH,CRH plc,Materials,Construction Materials,S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0000849395,True,37447000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,10-K,2025-12-31,2026-02-18,3753000000.0,NetIncomeLoss,10-K,2025-12-31,2026-02-18,58329000000.0,Assets,10-K,2025-12-31,2026-02-18,32851000000.0,Liabilities,10-K,2025-12-31,2026-02-18,24004000000.0,StockholdersEquity,10-K,2025-12-31,2026-02-18,4096000000.0,CashAndCashEquivalentsAtCarryingValue,10-K,2025-12-31,2026-02-18,5625000000.0,NetCashProvidedByUsedInOperatingActivities,10-K,2025-12-31,2026-02-18,2713000000.0,PaymentsToAcquirePropertyPlantAndEquipment,10-K,2025-12-31,2026-02-18,376000000.0,InterestExpense,10-K,2023-12-31,2024-02-29,23919000000.0,CostOfGoodsAndServicesSold,10-K,2025-12-31,2026-02-18,24937000000.0,PropertyPlantAndEquipmentNet,10-K,2025-12-31,2026-02-18,2156000000.0,DepreciationDepletionAndAmortization,10-K,2025-12-31,2026-02-18,8283000000.0,SellingGeneralAndAdministrativeExpense,10-K,2025-12-31,2026-02-18,15254000000.0,AssetsCurrent,10-K,2025-12-31,2026-02-18,8754000000.0,LiabilitiesCurrent,10-K,2025-12-31,2026-02-18,,,,,,5251000000.0,InventoryNet,10-K,2025-12-31,2026-02-18,3263000000.0,AccountsPayableCurrent,10-K,2025-12-31,2026-02-18,17533000000.0,LongTermDebt,10-K,2025-12-31,2026-02-18,120000000.0,ShortTermBorrowings,10-K,2025-12-31,2026-02-18,True,113.76000213623047,-0.035032634445671285,-0.0999625637086966,0.35686247124962206,-0.13106448272385618
CRL,Charles River Laboratories,Healthcare,Life Sciences Tools & Services,S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0001100682,True,4015382000.0,RevenueFromContractWithCustomerExcludingAssessedTax,10-K,2025-12-27,2026-02-18,-144338000.0,NetIncomeLoss,10-K,2025-12-27,2026-02-18,7135422000.0,Assets,10-K,2025-12-27,2026-02-18,3924228000.0,Liabilities,10-K,2025-12-27,2026-02-18,3164630000.0,StockholdersEquity,10-K,2025-12-27,2026-02-18,213770000.0,CashAndCashEquivalentsAtCarryingValue,10-K,2025-12-27,2026-02-18,737646000.0,NetCashProvidedByUsedInOperatingActivities,10-K,2025-12-27,2026-02-18,219152000.0,PaymentsToAcquireProductiveAssets,10-K,2025-12-27,2026-02-18,136710000.0,InterestExpense,10-K,2023-12-30,2024-02-14,289669000.0,CostOfGoodsSold,10-K,2017-12-30,2018-02-13,1655219000.0,PropertyPlantAndEquipmentNet,10-K,2025-12-27,2026-02-18,403312000.0,DepreciationDepletionAndAmortization,10-K,2025-12-27,2026-02-18,743073000.0,SellingGeneralAndAdministrativeExpense,10-K,2025-12-27,2026-02-18,1447049000.0,AssetsCurrent,10-K,2025-12-27,2026-02-18,1120315000.0,LiabilitiesCurrent,10-K,2025-12-27,2026-02-18,708856000.0,AccountsReceivableNetCurrent,10-K,2025-12-27,2026-02-18,299103000.0,InventoryNet,10-K,2025-12-27,2026-02-18,148800000.0,AccountsPayableCurrent,10-K,2025-12-27,2026-02-18,1610546000.0,LongTermDebt,10-K,2018-12-29,2019-02-13,166000.0,LongTermDebtCurrent,10-K,2025-12-27,2026-02-18,True,177.6199951171875,0.011215492679516492,-0.043511049886052144,0.5234221458261494,-0.21673946390290844
CRM,Salesforce,Technology,,Dow; S&P 500,A- shown,A-,screenshot,0001108524,True,41525000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,10-K,2026-01-31,2026-03-02,7457000000.0,NetIncomeLoss,10-K,2026-01-31,2026-03-02,112305000000.0,Assets,10-K,2026-01-31,2026-03-02,53163000000.0,Liabilities,10-K,2026-01-31,2026-03-02,59142000000.0,StockholdersEquity,10-K,2026-01-31,2026-03-02,7327000000.0,CashAndCashEquivalentsAtCarryingValue,10-K,2026-01-31,2026-03-02,14996000000.0,NetCashProvidedByUsedInOperatingActivities,10-K,2026-01-31,2026-03-02,594000000.0,PaymentsToAcquirePropertyPlantAndEquipment,10-K,2026-01-31,2026-03-02,154000000.0,InterestExpense,10-K,2019-01-31,2019-03-08,9270000000.0,CostOfGoodsAndServicesSold,10-K,2026-01-31,2026-03-02,3120000000.0,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,10-K,2026-01-31,2026-03-02,1200000000.0,DepreciationDepletionAndAmortization,10-K,2026-01-31,2026-03-02,3000000000.0,GeneralAndAdministrativeExpense,10-K,2026-01-31,2026-03-02,28222000000.0,AssetsCurrent,10-K,2026-01-31,2026-03-02,37118000000.0,LiabilitiesCurrent,10-K,2026-01-31,2026-03-02,14339000000.0,AccountsReceivableNetCurrent,10-K,2026-01-31,2026-03-02,,,,,,165000000.0,AccountsPayableCurrent,10-K,2019-01-31,2019-03-08,14439000000.0,LongTermDebt,10-K,2026-01-31,2026-03-02,4000000000.0,LongTermDebtCurrent,10-K,2026-01-31,2026-03-02,True,181.82000732421875,0.10220659507850427,-0.0605847719376198,0.426910878154347,-0.3153486283306909
CRWD,CrowdStrike,Industrials,,Nasdaq 100; S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0001535527,True,,,,,,-162502000.0,NetIncomeLoss,10-K,2026-01-31,2026-03-05,11086684000.0,Assets,10-K,2026-01-31,2026-03-05,6614079000.0,Liabilities,10-K,2026-01-31,2026-03-05,4428390000.0,StockholdersEquity,10-K,2026-01-31,2026-03-05,5230125000.0,CashAndCashEquivalentsAtCarryingValue,10-K,2026-01-31,2026-03-05,1612349000.0,NetCashProvidedByUsedInOperatingActivities,10-K,2026-01-31,2026-03-05,302108000.0,PaymentsToAcquirePropertyPlantAndEquipment,10-K,2026-01-31,2026-03-05,25756000.0,InterestExpense,10-K,2024-01-31,2024-03-07,1218929000.0,CostOfGoodsAndServicesSold,10-K,2026-01-31,2026-03-05,976331000.0,PropertyPlantAndEquipmentNet,10-K,2026-01-31,2026-03-05,,,,,,670344000.0,GeneralAndAdministrativeExpense,10-K,2026-01-31,2026-03-05,7419119000.0,AssetsCurrent,10-K,2026-01-31,2026-03-05,4184192000.0,LiabilitiesCurrent,10-K,2026-01-31,2026-03-05,1361844000.0,AccountsReceivableNetCurrent,10-K,2026-01-31,2026-03-05,,,,,,105319000.0,AccountsPayableCurrent,10-K,2026-01-31,2026-03-05,745471000.0,LongTermDebtNoncurrent,10-K,2026-01-31,2026-03-05,,,,,,True,527.77001953125,0.3924595927108543,0.2934271357685918,0.5507126700866685,-0.05337830825571244
CSCO,Cisco,Technology,,Dow; Nasdaq 100; S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0000858877,True,56654000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,10-K,2025-07-26,2025-09-03,10180000000.0,NetIncomeLoss,10-K,2025-07-26,2025-09-03,122291000000.0,Assets,10-K,2025-07-26,2025-09-03,75448000000.0,Liabilities,10-K,2025-07-26,2025-09-03,46843000000.0,StockholdersEquity,10-K,2025-07-26,2025-09-03,8346000000.0,CashAndCashEquivalentsAtCarryingValue,10-K,2025-07-26,2025-09-03,14193000000.0,NetCashProvidedByUsedInOperatingActivities,10-K,2025-07-26,2025-09-03,905000000.0,PaymentsToAcquirePropertyPlantAndEquipment,10-K,2025-07-26,2025-09-03,427000000.0,InterestExpense,10-K,2023-07-29,2023-09-07,19864000000.0,CostOfGoodsAndServicesSold,10-K,2025-07-26,2025-09-03,2113000000.0,PropertyPlantAndEquipmentNet,10-K,2025-07-26,2025-09-03,700000000.0,DepreciationDepletionAndAmortization,10-K,2025-07-26,2025-09-03,2992000000.0,GeneralAndAdministrativeExpense,10-K,2025-07-26,2025-09-03,34986000000.0,AssetsCurrent,10-K,2025-07-26,2025-09-03,35064000000.0,LiabilitiesCurrent,10-K,2025-07-26,2025-09-03,6701000000.0,AccountsReceivableNetCurrent,10-K,2025-07-26,2025-09-03,3164000000.0,InventoryNet,10-K,2025-07-26,2025-09-03,2528000000.0,AccountsPayableCurrent,10-K,2025-07-26,2025-09-03,24611000000.0,LongTermDebt,10-K,2025-07-26,2025-09-03,1750000000.0,LongTermDebtCurrent,10-K,2025-07-26,2025-09-03,True,96.56999969482422,0.1745317229514678,0.11884398706422972,0.3693455893659085,0.0
CSGP,CoStar Group,Industrials,,Nasdaq 100; S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0001057352,True,3247000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,10-K,2025-12-31,2026-02-26,7000000.0,NetIncomeLoss,10-K,2025-12-31,2026-02-26,10538000000.0,Assets,10-K,2025-12-31,2026-02-26,2167000000.0,Liabilities,10-K,2025-12-31,2026-02-26,8334000000.0,StockholdersEquity,10-K,2025-12-31,2026-02-26,1633000000.0,CashAndCashEquivalentsAtCarryingValue,10-K,2025-12-31,2026-02-26,430000000.0,NetCashProvidedByUsedInOperatingActivities,10-K,2025-12-31,2026-02-26,307000000.0,PaymentsToAcquirePropertyPlantAndEquipment,10-K,2025-12-31,2026-02-26,2615000.0,InterestExpense,10-K,2019-12-31,2020-02-26,686000000.0,CostOfGoodsAndServicesSold,10-K,2025-12-31,2026-02-26,1323000000.0,PropertyPlantAndEquipmentNet,10-K,2025-12-31,2026-02-26,263000000.0,DepreciationDepletionAndAmortization,10-K,2025-12-31,2026-02-26,549000000.0,GeneralAndAdministrativeExpense,10-K,2025-12-31,2026-02-26,2119000000.0,AssetsCurrent,10-K,2025-12-31,2026-02-26,746000000.0,LiabilitiesCurrent,10-K,2025-12-31,2026-02-26,234000000.0,AccountsReceivableNetCurrent,10-K,2025-12-31,2026-02-26,6000000.0,InventoryNet,10-K,2025-12-31,2026-02-26,42000000.0,AccountsPayableCurrent,10-K,2025-12-31,2026-02-26,140000000.0,LongTermDebt,10-K,2025-12-31,2026-02-26,0.0,LongTermDebtCurrent,10-K,2017-12-31,2018-02-23,True,32.77000045776367,-0.10169953758297723,-0.3569466042681193,0.4569255993026847,-0.5264450592060888
CSX,CSX Corporation,Industrials,,Nasdaq 100; S&P 500,BBB+ / A- bucket,A-,demo_bucket_to_refresh,0000277948,True,14092000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,10-K,2025-12-31,2026-02-12,2889000000.0,NetIncomeLoss,10-K,2025-12-31,2026-02-12,43682000000.0,Assets,10-K,2025-12-31,2026-02-12,30522000000.0,Liabilities,10-K,2025-12-31,2026-02-12,13160000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,10-K,2025-12-31,2026-02-12,670000000.0,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,10-K,2025-12-31,2026-02-12,4613000000.0,NetCashProvidedByUsedInOperatingActivities,10-K,2025-12-31,2026-02-12,2902000000.0,PaymentsToAcquirePropertyPlantAndEquipment,10-K,2025-12-31,2026-02-12,546000000.0,InterestExpense,10-K,2017-12-31,2018-02-07,,,,,,36811000000.0,PropertyPlantAndEquipmentNet,10-K,2025-12-31,2026-02-12,1680000000.0,DepreciationDepletionAndAmortization,10-K,2025-12-31,2026-02-12,,,,,,2550000000.0,AssetsCurrent,10-K,2025-12-31,2026-02-12,3133000000.0,LiabilitiesCurrent,10-K,2025-12-31,2026-02-12,1298000000.0,AccountsReceivableNetCurrent,10-K,2025-12-31,2026-02-12,,,,,,1149000000.0,AccountsPayableCurrent,10-K,2025-12-31,2026-02-12,9832000000.0,LongTermDebt,10-K,2012-12-28,2013-02-19,,,,,,True,44.83000183105469,0.0613162890547001,0.10455902665773387,0.2546061340307758,-0.029233401152008787
CTAS,Cintas,Industrials,,Nasdaq 100; S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0000723254,True,10340181000.0,RevenueFromContractWithCustomerExcludingAssessedTax,10-K,2025-05-31,2025-07-28,1812281000.0,NetIncomeLoss,10-K,2025-05-31,2025-07-28,9825241000.0,Assets,10-K,2025-05-31,2025-07-28,,,,,,4684481000.0,StockholdersEquity,10-K,2025-05-31,2025-07-28,263973000.0,CashAndCashEquivalentsAtCarryingValue,10-K,2025-05-31,2025-07-28,2165905000.0,NetCashProvidedByUsedInOperatingActivities,10-K,2025-05-31,2025-07-28,408884000.0,PaymentsToAcquirePropertyPlantAndEquipment,10-K,2025-05-31,2025-07-28,111232000.0,InterestExpense,10-K,2023-05-31,2023-07-27,5166017000.0,CostOfRevenue,10-K,2025-05-31,2025-07-28,1652474000.0,PropertyPlantAndEquipmentNet,10-K,2025-05-31,2025-07-28,494183000.0,DepreciationDepletionAndAmortization,10-K,2025-05-31,2025-07-28,2814438000.0,SellingGeneralAndAdministrativeExpense,10-K,2025-05-31,2025-07-28,3436169000.0,AssetsCurrent,10-K,2025-05-31,2025-07-28,1644502000.0,LiabilitiesCurrent,10-K,2025-05-31,2025-07-28,1417381000.0,AccountsReceivableNetCurrent,10-K,2025-05-31,2025-07-28,447408000.0,InventoryNet,10-K,2025-05-31,2025-07-28,485109000.0,AccountsPayableCurrent,10-K,2025-05-31,2025-07-28,2424999000.0,LongTermDebt,10-K,2025-05-31,2025-07-28,0.0,LongTermDebtCurrent,10-K,2025-05-31,2025-07-28,True,166.97000122070312,-0.04550386890961189,-0.14071661381026124,0.22879462936594774,-0.18364053088918164
CTSH,Cognizant,Industrials,,Nasdaq 100; S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0001058290,True,21108000000.0,Revenues,10-K,2025-12-31,2026-02-12,2230000000.0,NetIncomeLoss,10-K,2025-12-31,2026-02-12,20692000000.0,Assets,10-K,2025-12-31,2026-02-12,5677000000.0,Liabilities,10-K,2025-12-31,2026-02-12,15015000000.0,StockholdersEquity,10-K,2025-12-31,2026-02-12,1901000000.0,CashAndCashEquivalentsAtCarryingValue,10-K,2025-12-31,2026-02-12,2883000000.0,NetCashProvidedByUsedInOperatingActivities,10-K,2025-12-31,2026-02-12,288000000.0,PaymentsToAcquirePropertyPlantAndEquipment,10-K,2025-12-31,2026-02-12,41000000.0,InterestExpense,10-K,2023-12-31,2024-02-14,,,,,,933000000.0,PropertyPlantAndEquipmentNet,10-K,2025-12-31,2026-02-12,550000000.0,DepreciationDepletionAndAmortization,10-K,2025-12-31,2026-02-12,3240000000.0,SellingGeneralAndAdministrativeExpense,10-K,2025-12-31,2026-02-12,7818000000.0,AssetsCurrent,10-K,2025-12-31,2026-02-12,3659000000.0,LiabilitiesCurrent,10-K,2025-12-31,2026-02-12,4439000000.0,AccountsReceivableNetCurrent,10-K,2025-12-31,2026-02-12,,,,,,308000000.0,AccountsPayableCurrent,10-K,2025-12-31,2026-02-12,543000000.0,LongTermDebtNoncurrent,10-K,2025-12-31,2026-02-12,33000000.0,ShortTermBorrowings,10-K,2025-12-31,2026-02-12,True,51.68000030517578,-0.10773477315327684,-0.30371335008006406,0.3621646515950235,-0.40088832810561936
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0001755672,True,17401000000.0,Revenues,10-K,2025-12-31,2026-02-12,1094000000.0,NetIncomeLoss,10-K,2025-12-31,2026-02-12,42845000000.0,Assets,10-K,2025-12-31,2026-02-12,,,,,,24144000000.0,StockholdersEquity,10-K,2025-12-31,2026-02-12,4521000000.0,CashAndCashEquivalentsAtCarryingValue,10-K,2025-12-31,2026-02-12,3406000000.0,NetCashProvidedByUsedInOperatingActivities,10-K,2025-12-31,2026-02-12,591000000.0,PaymentsToAcquireProductiveAssets,10-K,2025-12-31,2026-02-12,180000000.0,InterestAndDebtExpense,10-K,2025-12-31,2026-02-12,9172000000.0,CostOfGoodsAndServicesSold,10-K,2025-12-31,2026-02-12,4220000000.0,PropertyPlantAndEquipmentNet,10-K,2025-12-31,2026-02-12,1203000000.0,DepreciationDepletionAndAmortization,10-K,2025-12-31,2026-02-12,3492000000.0,SellingGeneralAndAdministrativeExpense,10-K,2025-12-31,2026-02-12,17335000000.0,AssetsCurrent,10-K,2025-12-31,2026-02-12,12125000000.0,LiabilitiesCurrent,10-K,2025-12-31,2026-02-12,4881000000.0,AccountsReceivableNetCurrent,10-K,2025-12-31,2026-02-12,5667000000.0,InventoryNet,10-K,2025-12-31,2026-02-12,4398000000.0,AccountsPayableCurrent,10-K,2025-12-31,2026-02-12,,,,,,782000000.0,LongTermDebtCurrent,10-K,2025-12-31,2026-02-12,True,81.12999725341797,-0.03220809398379976,0.1044916399749809,0.23121884976915658,-0.050667000672147355
CVNA,Carvana,Autos,Automotive Retail,S&P 500,NR (to derive from financials),NR,default - no public rating available; derive from leverage/margin post-SEC pull,0001690820,True,20322000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,10-K,2025-12-31,2026-02-18,1407000000.0,NetIncomeLoss,10-K,2025-12-31,2026-02-18,13201000000.0,Assets,10-K,2025-12-31,2026-02-18,8998000000.0,Liabilities,10-K,2025-12-31,2026-02-18,3441000000.0,StockholdersEquity,10-K,2025-12-31,2026-02-18,2327000000.0,CashAndCashEquivalentsAtCarryingValue,10-K,2025-12-31,2026-02-18,1036000000.0,NetCashProvidedByUsedInOperatingActivities,10-K,2025-12-31,2026-02-18,147000000.0,PaymentsToAcquirePropertyPlantAndEquipment,10-K,2025-12-31,2026-02-18,632000000.0,InterestExpense,10-K,2023-12-31,2024-02-22,16130000000.0,CostOfGoodsAndServicesSold,10-K,2025-12-31,2026-02-18,2814000000.0,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,10-K,2025-12-31,2026-02-18,,,,,,2308000000.0,SellingGeneralAndAdministrativeExpense,10-K,2025-12-31,2026-02-18,6549000000.0,AssetsCurrent,10-K,2025-12-31,2026-02-18,1519000000.0,LiabilitiesCurrent,10-K,2025-12-31,2026-02-18,245000000.0,AccountsReceivableNetCurrent,10-K,2025-12-31,2026-02-18,2408000000.0,InventoryNet,10-K,2025-12-31,2026-02-18,236000000.0,AccountsPayableCurrent,10-K,2025-12-31,2026-02-18,4918000000.0,LongTermDebt,10-K,2025-12-31,2026-02-18,211000000.0,LongTermDebtCurrent,10-K,2025-12-31,2026-02-18,True,77.94000244140625,0.1587523600114109,-0.05322995346942283,0.5945019775250571,-0.1854948223130085
CVS,CVS Health,Healthcare,Health Care Services,S&P 500,BBB bucket,BBB,demo_bucket_to_refresh,0000064803,True,402067000000.0,Revenues,10-K,2025-12-31,2026-02-10,1768000000.0,NetIncomeLoss,10-K,2025-12-31,2026-02-10,253538000000.0,Assets,10-K,2025-12-31,2026-02-10,178156000000.0,Liabilities,10-K,2025-12-31,2026-02-10,75214000000.0,StockholdersEquity,10-K,2025-12-31,2026-02-10,8453000000.0,CashAndCashEquivalentsAtCarryingValue,10-K,2025-12-31,2026-02-10,10639000000.0,NetCashProvidedByUsedInOperatingActivities,10-K,2025-12-31,2026-02-10,2832000000.0,PaymentsToAcquirePropertyPlantAndEquipment,10-K,2025-12-31,2026-02-10,2658000000.0,InterestExpense,10-K,2023-12-31,2024-02-07,221167000000.0,CostOfGoodsAndServicesSold,10-K,2025-12-31,2026-02-10,13083000000.0,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,10-K,2025-12-31,2026-02-10,4606000000.0,DepreciationDepletionAndAmortization,10-K,2025-12-31,2026-02-10,,,,,,74714000000.0,AssetsCurrent,10-K,2025-12-31,2026-02-10,88692000000.0,LiabilitiesCurrent,10-K,2025-12-31,2026-02-10,39779000000.0,AccountsReceivableNetCurrent,10-K,2025-12-31,2026-02-10,19246000000.0,InventoryNet,10-K,2025-12-31,2026-02-10,8863000000.0,AccountsPayableCurrent,10-K,2017-12-31,2018-02-14,71348000000.0,LongTermDebtNoncurrent,10-K,2019-01-01,2020-02-18,0.0,ShortTermBorrowings,10-K,2025-12-31,2026-02-10,True,90.55000305175781,0.15145304299638163,0.20555332372092594,0.34005857288283153,0.0
CVX,Chevron,Energy,,Dow; S&P 500,AA- shown,AA-,screenshot,0000093410,True,189031000000.0,Revenues,10-K,2025-12-31,2026-02-24,12299000000.0,NetIncomeLoss,10-K,2025-12-31,2026-02-24,324012000000.0,Assets,10-K,2025-12-31,2026-02-24,131836000000.0,Liabilities,10-K,2025-12-31,2026-02-24,186450000000.0,StockholdersEquity,10-K,2025-12-31,2026-02-24,7285000000.0,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,10-K,2025-12-31,2026-02-24,33939000000.0,NetCashProvidedByUsedInOperatingActivities,10-K,2025-12-31,2026-02-24,17347000000.0,PaymentsToAcquireProductiveAssets,10-K,2025-12-31,2026-02-24,,,,,,108214000000.0,CostOfGoodsAndServicesSold,10-K,2025-12-31,2026-02-24,219729000000.0,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,10-K,2025-12-31,2026-02-24,20132000000.0,DepreciationDepletionAndAmortization,10-K,2025-12-31,2026-02-24,5126000000.0,SellingGeneralAndAdministrativeExpense,10-K,2025-12-31,2026-02-24,38552000000.0,AssetsCurrent,10-K,2025-12-31,2026-02-24,33387000000.0,LiabilitiesCurrent,10-K,2025-12-31,2026-02-24,15986000000.0,AccountsReceivableNetCurrent,10-K,2025-12-31,2026-02-24,9711000000.0,InventoryNet,10-K,2025-12-31,2026-02-24,19280000000.0,AccountsPayableCurrent,10-K,2025-12-31,2026-02-24,25676000000.0,LongTermDebt,10-K,2021-12-31,2022-02-24,977000000.0,ShortTermBorrowings,10-K,2025-12-31,2026-02-24,True,181.6199951171875,-0.0367542180981455,0.004362859195014446,0.2498555929551239,-0.1398531832010086
D,Dominion Energy,Utilities,Multi-Utilities,S&P 500,BBB bucket,BBB,demo_bucket_to_refresh,0000715957,True,16506000000.0,Revenues,10-K,2025-12-31,2026-02-23,2998000000.0,NetIncomeLoss,10-K,2025-12-31,2026-02-23,115857000000.0,Assets,10-K,2025-12-31,2026-02-23,82440000000.0,Liabilities,10-K,2025-12-31,2026-02-23,29083000000.0,StockholdersEquity,10-K,2025-12-31,2026-02-23,250000000.0,CashAndCashEquivalentsAtCarryingValue,10-K,2025-12-31,2026-02-23,5361000000.0,NetCashProvidedByUsedInOperatingActivities,10-K,2025-12-31,2026-02-23,4980000000.0,PaymentsToAcquirePropertyPlantAndEquipment,10-K,2019-12-31,2020-02-28,2022000000.0,InterestAndDebtExpense,10-K,2025-12-31,2026-02-23,,,,,,78967000000.0,PropertyPlantAndEquipmentNet,10-K,2025-12-31,2026-02-23,2387000000.0,DepreciationAndAmortization,10-K,2025-12-31,2026-02-23,,,,,,8071000000.0,AssetsCurrent,10-K,2025-12-31,2026-02-23,10444000000.0,LiabilitiesCurrent,10-K,2025-12-31,2026-02-23,2531000000.0,AccountsReceivableNetCurrent,10-K,2025-12-31,2026-02-23,1942000000.0,InventoryNet,10-Q,2026-03-31,2026-05-01,1338000000.0,AccountsPayableCurrent,10-K,2025-12-31,2026-02-23,46332000000.0,LongTermDebt,10-K,2025-12-31,2026-02-23,2457000000.0,ShortTermBorrowings,10-K,2025-12-31,2026-02-23,True,61.88999938964844,-0.03643163389361015,0.0030397669874677735,0.19217173817230027,-0.05954652824271722
DAL,Delta Air Lines,Transportation,Passenger Airlines,S&P 500,BB / BBB bucket,BBB,demo_bucket_to_refresh,0000027904,True,63364000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,10-K,2025-12-31,2026-02-11,5005000000.0,NetIncomeLoss,10-K,2025-12-31,2026-02-11,81317000000.0,Assets,10-K,2025-12-31,2026-02-11,,,,,,20853000000.0,StockholdersEquity,10-K,2025-12-31,2026-02-11,4310000000.0,CashAndCashEquivalentsAtCarryingValue,10-K,2025-12-31,2026-02-11,8342000000.0,NetCashProvidedByUsedInOperatingActivities,10-K,2025-12-31,2026-02-11,4499000000.0,PaymentsToAcquireProductiveAssets,10-K,2025-12-31,2026-02-11,396000000.0,InterestExpense,10-K,2017-12-31,2018-02-23,,,,,,39743000000.0,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,10-K,2025-12-31,2026-02-11,2443000000.0,DepreciationDepletionAndAmortization,10-K,2025-12-31,2026-02-11,2485000000.0,SellingAndMarketingExpense,10-K,2025-12-31,2026-02-11,10968000000.0,AssetsCurrent,10-K,2025-12-31,2026-02-11,27624000000.0,LiabilitiesCurrent,10-K,2025-12-31,2026-02-11,2850000000.0,ReceivablesNetCurrent,10-K,2025-12-31,2026-02-11,,,,,,5226000000.0,AccountsPayableCurrent,10-K,2025-12-31,2026-02-11,13308000000.0,LongTermDebt,10-K,2025-12-31,2026-02-11,1372000000.0,LongTermDebtCurrent,10-K,2025-12-31,2026-02-11,True,73.33000183105469,0.08124450252173876,-0.019610123174132243,0.4328565916205483,-0.024163935820989302
